mz,RT,intensity,intensity_cor,species
295.1,19.22,13399,13399,0
645.5,19.81,13382,13382,0
395.3,6.57,13316,13316,0
521.3,19.2,13236,13236,0
1204.7,19.65,13127,13127,0
469.8,29.67,13115,13115,0
754,21.78,12919,12919,0
253.7,9.1,12847,12847,0
1105.7,19.47,12834,12834,0
843.3,3.48,12659,12659,0
1312.8,19.85,12537,12537,0
786.2,4.14,12411,12411,0
464.9,10.82,12346,12346,0
1066,14.71,12338,12338,0
712.4,6.53,12261,12261,0
1342.3,8.68,12172,12172,0
440.3,13.6,12165,12165,0
1087.1,5.76,12162,12162,0
437.9,29.77,12093,12093,0
520.3,14.51,12071,12071,0
830.4,12.88,12025,12025,0
835,29.75,11874,11874,0
821.2,29.73,11870,11870,0
1286.1,5.67,11843,11843,0
928.6,5.41,11609,11609,0
340.5,7.33,11608,11608,0
871,21.94,11606,11606,0
537,6.06,11594,11594,0
556.3,6.92,11539,11539,0
758.6,4.74,11442,11442,0
552.3,13.8,11423,11423,0
829.5,12.83,11421,11421,0
1347.7,20.09,11414,11414,0
893,21.9,11398,11398,0
753.7,21.8,11348,11348,0
415.3,10.85,11337,11337,0
976.9,12.77,11334,11334,0
934.6,19.43,11328,11328,0
250.2,8.31,11305,11305,0
820.5,18.62,11300,11300,0
1046.6,19.74,11288,11288,0
732.3,21.83,11268,11268,0
738.8,22.24,11265,11265,0
439,10.27,11229,11229,0
830.4,13.22,11169,11169,0
1393.4,29.41,11120,11120,0
1348.8,19.9,11103,11103,0
819.6,21.73,11083,11083,0
1352.7,20.38,11071,11071,0
651.5,19.83,10996,10996,0
658.7,20.09,10943,10943,0
954.7,15.6,10935,10935,0
507.4,19.4,10821,10821,0
739,22.08,10762,10762,0
958.7,15.25,10738,10738,0
1287.8,19.45,10734,10734,0
1100.9,15.95,10673,10673,0
912.6,11.18,10651,10651,0
1475.3,11.04,10645,10645,0
1203.8,19.75,10634,10634,0
705.7,20.33,10618,10618,0
1217.7,19.93,10613,10613,0
408.3,10.24,10576,10576,0
1195.4,17.63,10537,10537,0
647.5,18.53,10475,10475,0
1056.7,16.03,10461,10461,0
771.5,13.31,10446,10446,0
812.8,21.4,10442,10442,0
812.3,22.43,10403,10403,0
1062.7,15.64,10388,10388,0
1445.6,9.01,10351,10351,0
326.2,11.99,10325,10325,0
1325.7,19.9,10189,10189,0
1204.8,19.66,10161,10161,0
1362.8,20.1,10121,10121,0
599.5,19.7,10112,10112,0
758.2,23.41,10085,10085,0
609.5,19.55,10079,10079,0
1241.3,3.7,10061,10061,0
1308.7,19.58,10054,10054,0
1484.4,9.1,10020,10020,0
666.1,22.07,10003,10003,0
786.3,12.61,61243,61243,60
341.1,8.34,60464,60464,60
451.4,20.52,53648,53648,61
452.3,20.25,39806,39806,61
215.5,8.01,36187,36187,60
346.8,4.65,32556,32556,60
484.3,20.82,28390,28390,60
1341.6,11.53,24907,24907,60
678.8,16.21,24121,24121,60
252.7,7.08,22749,22749,60
787.3,12.61,22409,22409,60
324.8,14.04,21962,21962,60
1040.3,12.31,21131,21131,60
826.9,21.99,20799,20799,60
720.2,9.13,20224,20224,60
471.3,20.23,20126,20126,60
1282.8,4.41,19703,19703,60
212.3,15.59,19044,19044,60
652.8,4.75,18695,18695,60
315.3,6.25,18585,18585,60
326.5,6.59,17992,17992,60
438.3,19.51,17584,17584,60
401.1,4.51,17556,17556,60
463.1,29.37,17350,17350,60
252.1,3.02,17094,17094,60
365.5,10.88,16690,16690,60
674.2,4.82,16599,16599,60
979.1,10.37,16031,16031,60
665.5,22,15898,15898,60
1136.2,13.6,15850,15850,60
378.5,12.45,15809,15809,60
451.2,20.81,15768,15768,60
370.3,12.4,15707,15707,60
716.6,22.25,15625,15625,60
302.1,12.22,15537,15537,60
774.2,8.23,15460,15460,60
1316.8,11.75,15392,15392,60
797.7,21.74,15311,15311,60
706.7,12.9,15149,15149,60
1063.2,4.02,15103,15103,60
1172.3,13.44,14879,14879,60
791,21.41,14675,14675,60
1377.1,9.36,14667,14667,60
1115.1,8.8,14626,14626,60
285.6,16.72,14598,14598,60
533.6,13.73,14425,14425,60
753.2,22.95,14323,14323,60
1121,7.9,14159,14159,60
820,21.62,14121,14121,60
342.1,8.35,14015,14015,60
560.2,7.68,13864,13864,60
855.8,22.36,13802,13802,60
922.8,9.33,13750,13750,60
754.2,21.75,13740,13740,60
636.6,21.72,13708,13708,60
1111.8,5.48,13701,13701,60
1214.3,23.98,13665,13665,60
350.1,12.15,13539,13539,60
747.7,3.56,13482,13482,60
768.8,21.45,13429,13429,60
1181.1,18.48,13335,13335,60
1406.3,10.54,13319,13319,60
829.3,13.16,13275,13275,60
344.5,8.75,13255,13255,60
1340.8,11.05,13200,13200,60
1281.4,5.71,13194,13194,60
1043.8,8.34,13087,13087,60
1033.5,5.37,13085,13085,60
725,21.48,13019,13019,60
796.5,6.25,12970,12970,60
1058.4,18.3,12968,12968,60
916.3,10.04,12659,12659,60
753.7,21.71,12618,12618,60
308.5,10.38,12591,12591,60
440.4,20.21,12427,12427,60
562.3,13.92,12396,12396,60
724.1,22.6,12391,12391,60
758,15.44,12371,12371,60
791.2,21.46,12284,12284,60
555.3,12.28,12219,12219,60
318,5.96,12204,12204,60
1239,10.9,12193,12193,60
1095.8,3.67,12118,12118,60
280.8,3.03,12116,12116,60
428.5,4.4,12077,12077,60
1041.6,6.07,12063,12063,60
1120.2,10.55,11974,11974,60
709.8,21.8,11927,11927,60
1477.4,3.74,11922,11922,60
591.2,6.13,11861,11861,60
347.1,11.63,11825,11825,60
385.7,8.95,11764,11764,60
724.4,29.63,11742,11742,60
811.3,23.83,11671,11671,60
200.8,6.88,11647,11647,60
277.1,6.64,11639,11639,60
665.8,22.13,11611,11611,60
503.4,12.71,11597,11597,60
921.6,5.45,11577,11577,60
1397.7,9.53,11568,11568,60
1362.9,7.85,11542,11542,60
1373,12.57,11505,11505,60
670.9,3.93,11454,11454,60
372.3,15.91,11397,11397,60
641.7,11.09,11232,11232,60
297.4,10.65,11017,11017,60
774.7,22.89,11016,11016,60
513.5,10.7,11000,11000,60
1114.1,4.59,10761,10761,60
430.4,3.51,10748,10748,60
587.3,15.25,10736,10736,60
825,5.99,10686,10686,60
572.3,21.33,10635,10635,60
1307.9,3.99,10622,10622,60
900.2,22.28,10607,10607,60
527.8,4.51,10550,10550,60
745,7.31,10550,10550,60
334,12.21,10515,10515,60
738.6,22.15,10512,10512,60
819.3,22.8,10469,10469,60
863.9,21.58,10467,10467,60
630.6,20.06,10442,10442,60
252,16.18,10404,10404,60
443.3,6.53,10343,10343,60
707.3,16.05,10291,10291,60
212.1,9.47,10278,10278,60
732.2,21.76,10274,10274,60
1374.4,8.21,10251,10251,60
1167.3,3.61,10237,10237,60
1369.8,6.69,10204,10204,60
1013.3,29.43,10202,10202,60
581.8,14.62,10200,10200,60
1315.5,11.91,10180,10180,60
812,22.35,10153,10153,60
350.1,12.48,10110,10110,60
721.2,8.78,10086,10086,60
392.9,3.22,35356,35356,0
1245.7,13.25,28752,28752,0
1055.3,4.31,28193,28193,0
526,7.58,24061,24061,0
661.2,5.21,24046,24046,0
1302.9,7.66,22828,22828,0
352.8,6.93,22487,22487,0
1020.2,4.32,20926,20926,0
1423.1,29.62,20319,20319,0
1359.6,13.69,20054,20054,0
1127.9,6.83,19488,19488,0
458.9,29.93,18853,18853,0
753.2,5.54,17597,17597,0
1210.5,16.96,17394,17394,0
1483.1,5.86,17128,17128,0
525.3,6.98,16659,16659,0
836.8,16.1,16615,16615,0
327.5,4.77,16523,16523,0
966.5,7.53,16452,16452,0
1034.3,3.52,16375,16375,0
262.7,8.63,15992,15992,0
428.3,8,15975,15975,0
278.5,11.44,15853,15853,0
1326.6,9.67,15550,15550,0
439,5.35,15208,15208,0
453.3,7.06,15113,15113,0
1224.7,3.78,15103,15103,0
1046.7,11.88,15068,15068,0
1169.1,29.48,14892,14892,0
819,10.75,14744,14744,0
716.8,22.28,14476,14476,0
1443.6,9.31,14421,14421,0
494.3,3.56,14263,14263,0
1362.3,3.69,14042,14042,0
1090.3,10.85,13954,13954,0
443,5.4,13909,13909,0
271,6.55,13858,13858,0
915.5,8.05,13755,13755,0
238.8,8.52,13741,13741,0
246.4,4.48,13678,13678,0
678.5,14.54,13274,13274,0
1084.4,30,13155,13155,0
960.9,14.12,12959,12959,0
286.6,12.14,12913,12913,0
852.4,15.73,12888,12888,0
743.2,14.99,12843,12843,0
783,22.06,12737,12737,0
1200.6,15.08,12683,12683,0
394.4,3.63,12639,12639,0
411.2,4.9,12630,12630,0
1181.3,5.25,12629,12629,0
874.3,8.9,12597,12597,0
533.3,7.09,12557,12557,0
711.8,12.38,12540,12540,0
780.8,16.19,12533,12533,0
1420.6,8.86,12373,12373,0
910.9,6.69,12365,12365,0
1407,11.26,12318,12318,0
1130.3,3.68,12216,12216,0
293.2,5.62,12215,12215,0
788.5,17.69,12184,12184,0
1383.9,4.42,12151,12151,0
1160.5,11,12121,12121,0
848.9,22.05,12119,12119,0
1129.2,7.52,11983,11983,0
280.6,6.8,11958,11958,0
297.6,10.43,11933,11933,0
465.9,3.66,11873,11873,0
1345.2,9.39,11574,11574,0
507,3.42,11554,11554,0
498.1,10.77,11543,11543,0
1352.5,4.18,11385,11385,0
870.3,7.8,11378,11378,0
1148.1,8.75,11331,11331,0
781.7,3.64,11293,11293,0
1486.4,29.43,11160,11160,0
747,21.5,11153,11153,0
1068.7,12.64,11149,11149,0
1177.7,10.58,11111,11111,0
505.2,5.73,11062,11062,0
1194.3,10.5,11058,11058,0
379.8,5.89,10982,10982,0
936.2,11.98,10974,10974,0
1142.3,15.01,10958,10958,0
266,3.46,10957,10957,0
1227.9,11.46,10947,10947,0
1111.7,7.86,10920,10920,0
1049.4,10.11,10914,10914,0
767.7,13.38,10712,10712,0
535,6.92,10670,10670,0
699.7,15.06,10557,10557,0
345.6,9.71,10530,10530,0
849.3,22.08,10356,10356,0
420.9,3.03,10332,10332,0
1429.3,11.48,10328,10328,0
564.3,7.67,10319,10319,0
807.7,11.46,10232,10232,0
760.8,22.08,10101,10101,0
1201.3,6.65,10025,10025,0
931.6,11.65,10018,10018,0
1169.7,9.51,32928,32928,0
981.1,11.94,28458,28458,0
1419.4,7.4,27882,27882,0
689.5,10.6,26390,26390,0
962.8,3.73,21808,21808,0
869.4,9.83,20048,20048,0
945.7,4.36,19687,19687,0
1004.1,13.26,19145,19145,0
744.8,13.26,18904,18904,0
1218.9,15.9,18715,18715,0
331.5,6.56,18674,18674,0
580.5,5.63,17422,17422,0
376.5,3.25,16971,16971,0
401.5,6.25,16497,16497,0
910.2,24.61,15555,15555,0
309.6,15.65,15509,15509,0
731.9,21.87,15123,15123,0
769.5,29.65,15101,15101,0
611.8,10.21,14622,14622,0
1041.3,3.71,14614,14614,0
1003.5,7.03,14357,14357,0
882.8,29.93,14286,14286,0
787.8,29.94,14238,14238,0
251.2,4.61,14087,14087,0
1393.2,29.88,13779,13779,0
661,3.76,13713,13713,0
1495.9,8.71,13659,13659,0
820,21.69,13635,13635,0
1417.8,6.24,13593,13593,0
1330.1,6.48,13444,13444,0
641,12.85,13303,13303,0
696.7,17.4,13264,13264,0
975.4,3.91,13209,13209,0
1462.8,13.54,13143,13143,0
1456,13.06,13067,13067,0
300.5,11.84,12779,12779,0
791,21.48,12769,12769,0
560.3,10.86,12735,12735,0
743.7,8.94,12679,12679,0
827,22.09,12657,12657,0
1255.2,9.95,12546,12546,0
393.8,4.43,12173,12173,0
216.5,11.11,12087,12087,0
760.9,22.15,12068,12068,0
498,17.44,12047,12047,0
953.3,4.86,11973,11973,0
725.6,3.07,11896,11896,0
399,3.1,11763,11763,0
590.6,5.71,11750,11750,0
1411.8,9.18,11668,11668,0
1107.4,3.57,11458,11458,0
656.2,10.52,11430,11430,0
794.7,7.36,11413,11413,0
857.3,3.24,11344,11344,0
1311.8,29.65,11334,11334,0
1410.1,10.08,11275,11275,0
1325.8,3.73,11271,11271,0
785.9,13.83,11140,11140,0
266.3,7.41,11105,11105,0
790.8,21.44,11054,11054,0
302.9,14.71,11021,11021,0
1284.7,14.8,10978,10978,0
1367.3,10.59,10928,10928,0
247.2,12.6,10864,10864,0
1132.8,10.22,10836,10836,0
942.3,7.94,10801,10801,0
644.8,14.7,10781,10781,0
609.6,12.31,10695,10695,0
990.8,11.88,10683,10683,0
998.3,3.49,10624,10624,0
1340.6,7.93,10581,10581,0
885.2,22.65,10577,10577,0
424.5,3.6,10565,10565,0
684.2,27.17,10565,10565,0
822.1,29.17,10530,10530,0
1158.2,14.76,10469,10469,0
1460.2,3.48,10433,10433,0
224.6,5.08,10390,10390,0
1094.7,7.62,10382,10382,0
522.3,8.65,10364,10364,0
748.4,18,10303,10303,0
735,14.15,10274,10274,0
924.4,5.46,10238,10238,0
941.5,6.64,10205,10205,0
727.8,13.35,10183,10183,0
1335.1,13.03,10099,10099,0
599.9,13.2,10077,10077,0
649.5,29.95,10077,10077,0
1259.3,4.81,10066,10066,0
1236.8,4.13,10053,10053,0
1300.8,19.86,257808,257808,0
843.5,13.55,238854,238854,0
1301.8,19.86,175638,175638,0
1314.8,20.09,153666,153666,0
1315.8,20.1,133499,133499,0
844.5,13.59,117834,117834,0
1345.8,19.85,116404,116404,0
1359.8,20.19,94291,94291,0
1346.8,19.95,91131,91131,0
1328.8,20.4,86282,86282,0
956.6,15.21,82213,82213,0
1360.8,20.15,81074,81074,0
1322.8,19.88,78475,78475,0
730.5,11.88,77110,77110,0
1329.8,20.4,72607,72607,0
1302.8,19.88,69576,69576,0
857.5,14.3,62813,62813,0
841.5,13.73,62544,62544,0
1316.8,20.13,60636,60636,0
552.4,13.6,58579,58579,0
1336.8,20.2,54275,54275,0
1323.7,19.88,51909,51909,0
744.5,12.6,51530,51530,0
954.6,15.34,49034,49034,0
1337.8,20.14,46652,46652,0
957.5,15.18,45902,45902,0
1347.8,19.85,45465,45465,0
439.3,13.55,45359,45359,0
731.5,11.9,42399,42399,0
1373.8,20.4,42280,42280,0
842.5,13.72,41921,41921,0
1374.8,20.38,37634,37634,0
439.3,11.93,37161,37161,0
942.6,14.29,36786,36786,0
326.3,13.57,36663,36663,0
745.5,12.6,36257,36257,0
845.5,13.59,34399,34399,0
885.1,15.63,34180,34180,0
858.5,14.32,33115,33115,0
466,10.63,32733,32733,0
1330.8,20.39,32053,32053,0
597.5,19.47,31893,31893,0
888.4,15.12,31235,31235,0
1324.7,19.86,31212,31212,0
1095.7,29.21,30970,30970,0
955.6,15.35,30805,30805,0
1361.8,20.11,30649,30649,0
1203.7,19.69,30452,30452,0
865.3,15.12,30199,30199,0
1414.2,11.19,29050,29050,0
1351.8,20.4,28414,28414,0
482,9.66,28150,28150,0
768.1,13.06,27394,27394,0
829.5,12.9,26754,26754,0
1350.8,20.4,26727,26727,0
465.9,10.65,25930,25930,0
933.5,19.4,25819,25819,0
1287.8,19.45,25196,25196,0
1286.8,19.48,25003,25003,0
791.8,12.17,24552,24552,0
829.5,13.23,24424,24424,0
317,9.83,24363,24363,0
1335.6,9.38,24254,24254,0
526.3,29.72,23504,23504,0
1303.8,19.86,23388,23388,0
637.8,29.64,23192,23192,0
843.3,15.15,22993,22993,0
1004.3,4.91,22721,22721,0
635.4,29.82,22576,22576,0
858.7,14.25,22352,22352,0
1204.7,19.67,22183,22183,0
820.5,18.59,21937,21937,0
1350.7,20.43,21839,21839,0
943.5,14.25,21619,21619,0
976.8,12.58,21475,21475,0
553.4,13.53,21401,21401,0
1338.8,20.1,21321,21321,0
1331.8,19.48,21288,21288,0
1286.7,19.59,21157,21157,0
738.3,10.93,20579,20579,0
1055.7,16.05,20359,20359,0
942.6,14.64,20222,20222,0
889.4,15.1,19952,19952,0
834.5,19.22,19815,19815,0
1119,12.06,19628,19628,0
865.5,13.54,19452,19452,0
1317.7,20.13,19102,19102,0
1375.8,20.38,18976,18976,0
695,22.39,18907,18907,0
220.1,12.88,18408,18408,0
1215.7,17.93,17933,17933,0
1346.7,20.18,17742,17742,0
691.1,29.5,17421,17421,0
445.4,6.53,17381,17381,0
1332.8,19.46,17213,17213,0
665.5,15.18,17142,17142,0
481.8,6.38,17125,17125,0
394.3,18.56,17102,17102,0
958.5,15.2,17101,17101,0
552.4,19.48,16781,16781,0
507.3,18.58,16639,16639,0
249.1,4.97,16596,16596,0
753.8,21.77,16473,16473,0
604,3.63,16354,16354,0
713.5,13.58,16274,16274,0
866.3,15.43,16239,16239,0
866.3,15.43,16239,16239,0
1483.8,5.31,15691,15691,0
631.5,19.56,15552,15552,0
795.5,14.05,15410,15410,0
947.6,19.73,15383,15383,0
909.8,14.61,15378,15378,0
820.5,18.85,15350,15350,0
690.8,4.32,14925,14925,0
844.3,15.17,14896,14896,0
439.3,15.19,14886,14886,0
889.3,15.5,14552,14552,0
1243.6,6.42,14543,14543,0
765.2,5.31,14537,14537,0
1067,9.53,14410,14410,0
1406.8,29.38,14348,14348,0
942.6,19.07,14327,14327,0
620.5,19.38,14242,14242,0
1300.3,16.33,14242,14242,0
408.3,19.21,14162,14162,0
1348.8,19.88,14140,14140,0
386,15.86,14015,14015,0
305.8,15.18,13973,13973,0
1091.9,29.52,13965,13965,0
934.6,19.43,13869,13869,0
1345.8,19.64,13867,13867,0
992.1,4.6,13667,13667,0
1324.8,19.98,13611,13611,0
281.2,18.54,13457,13457,0
1311.9,6.02,13298,13298,0
295.2,19.25,13273,13273,0
1345.8,19.71,13220,13220,0
739.2,22.21,13169,13169,0
1321.2,9.55,13165,13165,0
1210.9,29.78,13162,13162,0
487.5,8.32,13147,13147,0
362.1,4.85,13142,13142,0
1248.8,19.65,13098,13098,0
716.7,22.23,12926,12926,0
639.8,18.25,12921,12921,0
943.5,14.66,12741,12741,0
1183.8,5.63,12680,12680,0
1248.7,5.51,12624,12624,0
507.5,11.72,12612,12612,0
970.8,15.92,12577,12577,0
1266.4,10.69,12541,12541,0
326.3,11.95,12494,12494,0
859.5,14.37,12485,12485,0
440.3,13.55,12452,12452,0
1430.7,14.19,12348,12348,0
394.3,19.42,12318,12318,0
1498.2,7.3,12242,12242,0
870.8,21.93,12230,12230,0
521.4,19.22,12212,12212,0
835.5,19.25,12201,12201,0
830.5,13.2,12198,12198,0
1235.6,13.08,12153,12153,0
514.4,12.35,12088,12088,0
607.3,5.85,12066,12066,0
1442.8,3.68,11999,11999,0
398,16.6,11991,11991,0
826.5,13.55,11930,11930,0
408.3,19.72,11799,11799,0
1294.7,14.23,11707,11707,0
1056.7,16.04,11694,11694,0
811.3,23.88,11680,11680,0
605.8,29.92,11658,11658,0
1038.8,15.64,11608,11608,0
521.5,19.32,11578,11578,0
768.1,22.45,11412,11412,0
1392.9,9.4,11359,11359,0
866.5,13.59,11321,11321,0
919.6,19.1,11314,11314,0
571.3,5.21,11287,11287,0
552.4,15.22,11284,11284,0
956.6,19.43,11281,11281,0
300.1,6.08,11262,11262,0
748,3.79,11250,11250,0
518.5,10.11,11206,11206,0
1046.7,19.77,11202,11202,0
522.2,12.14,11176,11176,0
312.3,11.24,11060,11060,0
1434.7,3.21,11049,11049,0
439.3,12.19,11009,11009,0
1318.7,18,11008,11008,0
556.3,6.78,10962,10962,0
712.3,6.49,10899,10899,0
948.6,19.68,10896,10896,0
1362.8,20.17,10778,10778,0
507.3,19.49,10744,10744,0
223.1,11.07,10740,10740,0
752.4,11.95,10703,10703,0
730.3,10.59,10682,10682,0
695.4,22.39,10680,10680,0
607,29.95,10665,10665,0
1352.7,20.38,10661,10661,0
728.5,12,10631,10631,0
407.9,5.27,10553,10553,0
821.5,18.55,10548,10548,0
1359.7,20,10523,10523,0
732,21.77,10497,10497,0
1211.8,18.61,10433,10433,0
1115.7,3.42,10401,10401,0
710,7.83,10379,10379,0
865.6,13.69,10369,10369,0
1257.2,9.38,10336,10336,0
332.3,9.18,10318,10318,0
812.8,21.4,10281,10281,0
421.3,16.68,10275,10275,0
1023.5,12.14,10257,10257,0
768.9,21.5,10235,10235,0
507.3,11.68,10199,10199,0
326.3,15.16,10169,10169,0
1372.6,18.65,10157,10157,0
1106.7,17.01,10151,10151,0
789.8,22.4,10134,10134,0
606.5,19.03,10127,10127,0
829.5,17.59,10112,10112,0
1005.7,6.02,10095,10095,0
337.1,6.47,10079,10079,0
427.3,6.13,10076,10076,0
642.3,14.75,10071,10071,0
887.3,9.41,79541,79541,0
888.3,9.44,51074,51074,0
588.3,6.4,49820,49820,0
480.2,4.97,40028,40028,0
888.4,9.45,39205,39205,0
425.3,5.87,38728,38728,0
372.9,5.14,37700,37700,0
523.2,7.29,29321,29321,0
559.3,5.99,27444,27444,0
475.2,3.47,26001,26001,0
1255.6,29.72,25813,25813,0
929.5,3.47,24451,24451,0
724.3,8.82,21672,21672,0
520,29.29,21271,21271,0
685.2,6.48,20782,20782,0
470.6,4.99,20039,20039,0
602.3,9.85,19319,19319,0
724.8,21.55,19061,19061,0
1059.4,8.26,18034,18034,0
731.8,21.81,17433,17433,0
1260.3,9,17383,17383,0
624.3,17.22,17002,17002,0
935.5,12.72,16193,16193,0
209.1,4.45,16180,16180,0
1347,4.9,16114,16114,0
665.6,22.07,16068,16068,0
589.3,6.48,15836,15836,0
665.8,21.96,15791,15791,0
1468.4,29.54,15729,15729,0
867.5,6.79,15560,15560,0
404.3,6.98,15379,15379,0
1039.1,7.88,15226,15226,0
417.1,5.47,15006,15006,0
937.2,5.25,15004,15004,0
889.3,9.43,14926,14926,0
567.3,5.9,14773,14773,0
909.4,9.49,14760,14760,0
742.3,7.04,14552,14552,0
1405.8,13.43,14526,14526,0
827.1,22.03,14514,14514,0
864.2,21.65,14385,14385,0
636.8,21.66,14078,14078,0
1311.3,7.2,13920,13920,0
675.1,7.45,13531,13531,0
997.1,13.14,13530,13530,0
1140.8,3.36,13460,13460,0
315.9,12.87,13166,13166,0
661.7,3.08,13070,13070,0
597.9,7.59,13024,13024,0
814.3,5.75,12962,12962,0
722.1,8.4,12916,12916,0
724.3,22.68,12796,12796,0
443.3,5.5,12733,12733,0
377.5,7.66,12654,12654,0
1337.9,16.33,12606,12606,0
616.2,29.5,12601,12601,0
802.2,8.32,12426,12426,0
914.5,8.05,12388,12388,0
912.8,3.55,12238,12238,0
731.7,21.88,12231,12231,0
1245.1,3.95,12188,12188,0
313.9,15.66,12063,12063,0
1447.1,8.74,11988,11988,0
713.6,15.26,11982,11982,0
1374.5,9.21,11958,11958,0
501.9,29.87,11843,11843,0
524.2,7.39,11842,11842,0
810.8,23.79,11803,11803,0
775.9,21.68,11790,11790,0
1005,9.25,11696,11696,0
908,21.58,11654,11654,0
481.3,4.89,11593,11593,0
1191.6,9.19,11521,11521,0
1243.9,6.76,11438,11438,0
878,22.32,11414,11414,0
1488.1,7.26,11374,11374,0
953.8,12.92,11309,11309,0
605.3,3.57,11283,11283,0
747.3,21.56,11204,11204,0
762,3.36,11167,11167,0
665.3,22.1,11163,11163,0
688,21.98,11146,11146,0
209,5.31,11115,11115,0
725.3,8.85,11050,11050,0
1430.4,6.66,11040,11040,0
1370.3,5.17,11019,11019,0
826.5,22.05,10990,10990,0
409.4,13.6,10964,10964,0
797.3,21.79,10948,10948,0
431.1,5.47,10931,10931,0
812.1,22.4,10901,10901,0
902.4,8.13,10799,10799,0
633.3,10.9,10785,10785,0
1038.4,12.45,10784,10784,0
283.1,5.29,10674,10674,0
1483.1,15.15,10668,10668,0
739.8,21.19,10641,10641,0
1096.8,12.88,10635,10635,0
1163.8,6.2,10584,10584,0
731.7,4.78,10570,10570,0
614,6.7,10527,10527,0
1274.9,18.65,10355,10355,0
774.9,22.91,10335,10335,0
505.6,13.43,10327,10327,0
704,8.68,10316,10316,0
333,10.06,10314,10314,0
826.8,22.08,10277,10277,0
848.7,22.08,10263,10263,0
1311.5,6.7,10157,10157,0
1223.4,4.66,10150,10150,0
791,21.45,10104,10104,0
1072.3,5.56,10086,10086,0
745.6,22.55,10058,10058,0
598.8,13.55,10047,10047,0
783.3,22.06,10046,10046,0
835,21.37,10011,10011,0
1328.7,11.57,10007,10007,0
523.3,6.68,383479,60869.68254,0
990.6,9.55,179930,28560.31746,0
877.5,8.36,124070,19693.65079,0
926.5,7.34,120901,19190.63492,0
540.3,5.31,115328,18306.03175,0
524.3,6.67,114287,18140.79365,0
425.3,5.18,114184,18124.44444,0
1148.7,20,108046,17150.15873,0
968.6,9.54,103283,16394.12698,0
575.3,3.03,102372,16249.52381,0
855.5,8.3,98161,15581.11111,0
887.5,8.31,96606,15334.28571,0
991.5,9.55,95643,15181.42857,0
572.4,8.01,95345,15134.12698,0
877.5,6.55,89207,14159.84127,0
417.2,4.68,86736,13767.61905,0
492.3,6.74,84954,13484.7619,0
991.7,9.56,76491,12141.42857,0
827.5,6.42,70403,11175.07937,0
742.5,6.45,68938,10942.53968,0
649.3,7.3,66593,10570.31746,0
878.5,8.33,64418,10225.07937,0
271.1,6.22,319569,50725.2381,0
271.1,6.22,319569,50725.2381,0
552.3,6.53,118810,18858.73016,0
327,7.08,67167,10661.42857,0
249.3,18.92,420562,75100.35714,0
249.3,16.3,412413,73645.17857,0
249.3,19.21,307004,54822.14286,0
588.3,6.5,294700,52625,0
759.5,20.32,284129,50737.32143,0
720.8,20.32,253934,45345.35714,0
249.2,3.12,197036,35185,0
724.4,8.99,180571,32244.82143,0
701.5,20.32,178381,31853.75,0
856.3,20.32,177820,31753.57143,0
555.5,19.17,175258,31296.07143,0
682.3,20.32,174674,31191.78571,0
817.7,20.32,174248,31115.71429,0
798.2,20.32,155935,27845.53571,0
740.3,20.32,136987,24461.96429,0
1219.7,11.16,136375,24352.67857,0
747.4,8.48,130364,23279.28571,0
249.2,8.43,112052,20009.28571,0
927,15.85,111702,19946.78571,0
249.3,10.35,111557,19920.89286,0
249.3,8.57,107584,19211.42857,0
784.5,19.27,105924,18915,0
249.3,10.61,103616,18502.85714,0
249.3,8.03,103435,18470.53571,0
866.7,12.64,102436,18292.14286,0
836.4,5.63,100396,17927.85714,0
480.3,5.09,96648,17258.57143,0
791.7,21.94,95910,17126.78571,0
249.3,10.28,92618,16538.92857,0
547.3,3.68,88429,15790.89286,0
480.4,5.05,86954,15527.5,0
250.3,17.92,82979,14817.67857,0
835.4,5.83,82722,14771.78571,0
589.3,6.53,82312,14698.57143,0
836.4,5.73,80712,14412.85714,0
266.2,8.73,79087,14122.67857,0
812.5,6.87,78356,13992.14286,0
657.3,6.4,77535,13845.53571,0
693.7,22.05,77048,13758.57143,0
1118.6,11.18,76882,13728.92857,0
866.5,8.88,76373,13638.03571,0
511.5,19.61,76347,13633.39286,0
792.5,10.85,75564,13493.57143,0
955.9,15.85,75036,13399.28571,0
659,6.56,74918,13378.21429,0
1072.2,20.32,74798,13356.78571,0
1220.7,11.15,74717,13342.32143,0
294.1,5.88,74619,13324.82143,0
266.1,7.03,72657,12974.46429,0
266.1,5.55,71774,12816.78571,0
933.8,15.85,70334,12559.64286,0
795.5,8.94,70145,12525.89286,0
814.5,5.8,69093,12338.03571,0
1013.5,6.73,66189,11819.46429,0
294.1,4.54,66006,11786.78571,0
250.3,29.93,65824,11754.28571,0
785.5,8.68,64357,11492.32143,0
657.3,6.55,63643,11364.82143,0
294.3,7.01,63041,11257.32143,0
758.6,20.23,62446,11151.07143,0
845.4,8.9,62077,11085.17857,0
859.4,8.89,60168,10744.28571,0
892.6,19.33,59546,10633.21429,0
602.3,9.98,59025,10540.17857,0
693.7,22.33,59023,10539.82143,0
779.3,20.32,58223,10396.96429,0
848.6,19.31,58053,10366.60714,0
1332.7,11.54,56866,10154.64286,0
775.5,6.88,56806,10143.92857,0
770.5,10.8,56363,10064.82143,0
950.6,19.65,56234,10041.78571,0
732.4,3.27,55134,55134,0
734.7,29.79,52132,52132,0
