mz,RT,intensity,intensity_cor,species
1393.6,7.22,32375,32375,0
588.3,6.45,30792,30792,0
410.9,8.01,28536,28536,0
986.5,10.08,28004,28004,0
887.4,9.6,27779,27779,0
418.3,29.84,25299,25299,0
1026.4,9.05,25213,25213,0
1128.9,25.91,21778,21778,0
1408.3,3.59,21626,21626,0
1100.4,9.42,20616,20616,0
881.2,12.1,20298,20298,0
778.3,12.9,20143,20143,0
1102.4,9.13,19888,19888,0
1008.5,12.58,19357,19357,0
590,29.98,19349,19349,0
511.4,13.41,19104,19104,0
468.5,6.65,19076,19076,0
877.5,7.19,18901,18901,0
887.3,9.46,18607,18607,0
1094.1,12.35,18376,18376,0
824.9,4.52,17807,17807,0
200.6,20.37,17727,17727,0
888.4,9.6,17338,17338,0
556.7,7.53,17336,17336,0
742.8,10.45,17304,17304,0
685.7,3.14,17079,17079,0
523.3,7.43,16983,16983,0
987.5,10.08,16830,16830,0
663.3,5.92,16751,16751,0
1292.4,5.61,16710,16710,0
393.6,6.83,16417,16417,0
1316.8,6.75,16279,16279,0
1001.8,6.53,15728,15728,0
1326.3,18.05,15582,15582,0
1317.8,7.27,15515,15515,0
654.3,9.22,15388,15388,0
768.7,13.23,15360,15360,0
902.5,10.92,15311,15311,0
1489.3,29.88,15112,15112,0
464.5,29.93,15066,15066,0
558.5,4.28,14876,14876,0
1051.7,6.19,14870,14870,0
822.8,12.14,14856,14856,0
1271.3,6.84,14644,14644,0
897,4.81,14433,14433,0
793.7,15.92,14162,14162,0
1400.1,7.55,14127,14127,0
1274.2,7.33,14066,14066,0
660.3,7.54,14056,14056,0
1278.2,3.82,13938,13938,0
379.5,7.92,13854,13854,0
1271.8,10.11,13647,13647,0
623.8,29.98,13502,13502,0
951.5,5.35,13480,13480,0
1037.8,4.9,13451,13451,0
511,3.2,13449,13449,0
418,13.75,13404,13404,0
1398.7,7.24,13255,13255,0
380,8.9,13239,13239,0
1222.2,3.68,13222,13222,0
569.5,9.82,13065,13065,0
575.3,3.98,12993,12993,0
1080.4,8.67,12879,12879,0
450.6,18.66,12831,12831,0
776.3,21.77,12709,12709,0
247.9,5.71,12681,12681,0
852,8.86,12630,12630,0
1457.1,10.63,12574,12574,0
696.3,12.22,12573,12573,0
750.3,5.26,12524,12524,0
1026.4,9.22,12478,12478,0
1457.9,19.91,12395,12395,0
856.8,21.38,12108,12108,0
1043.7,11.98,12066,12066,0
560.3,4.91,12064,12064,0
721,5.15,12014,12014,0
510.4,14.74,11944,11944,0
1240.2,3.03,11941,11941,0
490.8,14.36,11932,11932,0
803.3,15.15,11814,11814,0
1392.1,11.75,11809,11809,0
1008.5,10.14,11752,11752,0
229.1,15.26,11657,11657,0
1359.3,5.53,11613,11613,0
790.7,21.44,11526,11526,0
1138.4,7.4,11500,11500,0
1000.6,4.71,11440,11440,0
746.8,21.5,11335,11335,0
589.3,6.53,11292,11292,0
622.3,8.14,11257,11257,0
1037.5,29.53,11257,11257,0
498.4,14.25,11135,11135,0
882.3,16.19,10996,10996,0
1047.6,9.05,10915,10915,0
851.6,29.58,10905,10905,0
503.8,14.24,10853,10853,0
840.3,7.47,10807,10807,0
1303,3.54,10797,10797,0
922.3,3.1,10787,10787,0
769.5,14.21,10779,10779,0
691.3,29.77,10742,10742,0
747.1,21.56,10688,10688,0
298.2,16.42,10625,10625,0
742.3,7.14,10610,10610,0
1470.7,4.4,10576,10576,0
1386.6,13.17,10526,10526,0
578.3,6.16,10484,10484,0
1102.4,18.85,10454,10454,0
1270.8,29.83,10444,10444,0
769.2,10.34,10418,10418,0
499.1,5.62,10399,10399,0
627.2,8.35,10387,10387,0
1243.8,14.15,10376,10376,0
819.8,21.7,10373,10373,0
430.2,14.65,10359,10359,0
1200.7,11.65,10325,10325,0
840.4,7.43,10274,10274,0
810.4,8.73,10257,10257,0
791.8,14.38,10150,10150,0
1205.1,5.05,10030,10030,0
888.2,9.28,10019,10019,0
430.7,4.15,10018,10018,0
887.5,9.51,299430,299430,0
888.4,9.48,154727,154727,0
425.3,5.94,93265,93265,0
475.3,3.43,72130,72130,0
724.4,8.94,60826,60826,0
724.4,8.39,53569,53569,0
724.5,8.34,48998,48998,0
492.2,7.44,45852,45852,0
877.5,7.21,41704,41704,0
524.3,7.01,40142,40142,0
660.3,7.54,40094,40094,0
1094,12.3,33822,33822,0
602.3,10.01,32956,32956,0
1427.1,6.46,31832,31832,0
926.5,8.24,30414,30414,0
986.5,10.06,28284,28284,0
417.2,5.46,27014,27014,0
249.2,7.99,26624,26624,0
725.3,8.39,25262,25262,0
253.9,29.99,24789,24789,0
426.3,5.94,24085,24085,0
621.6,8.85,23424,23424,0
894.5,8.95,23078,23078,0
909.5,9.84,22317,22317,0
249.1,11.79,21775,21775,0
480.3,5.03,21643,21643,0
476.3,3.42,20565,20565,0
792.4,9.3,20512,20512,0
649.3,7.95,20180,20180,0
866.5,6.77,20106,20106,0
909.3,9.74,19274,19274,0
560.3,4.85,19216,19216,0
962.7,7.17,18319,18319,0
878.6,7.18,18119,18119,0
987.5,10.06,17462,17462,0
692.8,10.84,17454,17454,0
266.3,7.49,17171,17171,0
966.5,7.77,16785,16785,0
490.3,5.78,16542,16542,0
677.3,7.44,16516,16516,0
1094,12.46,16432,16432,0
987.6,10.05,16222,16222,0
605.3,3.75,16209,16209,0
663.3,12.54,15510,15510,0
902.5,8.23,15236,15236,0
419.8,29.35,15068,15068,0
826.3,11.18,14932,14932,0
394.7,3.71,14783,14783,0
927.5,8.22,14687,14687,0
507.1,5.23,14476,14476,0
674.3,3.03,14320,14320,0
444.8,4.97,14301,14301,0
575.3,3.83,14267,14267,0
910.4,9.5,14247,14247,0
254.9,4.41,14241,14241,0
605.5,29.76,13921,13921,0
895.5,8.95,13886,13886,0
525.4,6.98,13844,13844,0
555.3,3.8,13826,13826,0
575.4,3.78,13809,13809,0
758.3,23.41,13780,13780,0
1286.2,4.13,13741,13741,0
747.3,8.39,13683,13683,0
746.3,8.42,13656,13656,0
969.8,7.34,13630,13630,0
812.3,5.65,13577,13577,0
1482,7.03,13551,13551,0
1140.7,5.75,13537,13537,0
388.9,5.14,13495,13495,0
759.3,23.48,13350,13350,0
1047.6,6.95,13304,13304,0
426.4,6.11,13241,13241,0
649.5,8.11,13214,13214,0
909.3,9.41,13205,13205,0
269.7,10.2,13161,13161,0
644.9,8.7,13095,13095,0
249.3,18.21,12996,12996,0
629.3,8.08,12920,12920,0
797.3,8.65,12709,12709,0
696.2,3.05,12696,12696,0
1126.4,10,12690,12690,0
603.3,10.02,12607,12607,0
945.3,18.85,12589,12589,0
756.4,6.94,12522,12522,0
553.3,7.05,12487,12487,0
715.5,20.29,12441,12441,0
891.5,8.63,12380,12380,0
761.9,29.19,12356,12356,0
929.5,7.39,12249,12249,0
725.5,8.53,12209,12209,0
657.5,20.04,12205,12205,0
464.5,8.59,12140,12140,0
212.9,14.03,12124,12124,0
588.3,6.39,12084,12084,0
523.3,7.31,11901,11901,0
1212.6,17.74,11872,11872,0
403,9.6,11721,11721,0
525.3,6.96,11528,11528,0
618.5,11.23,11457,11457,0
1283.4,29.59,11361,11361,0
1289.4,29.75,11271,11271,0
586.3,3.38,11225,11225,0
661.3,7.56,11165,11165,0
1047.8,7.01,11155,11155,0
1104.6,12.32,11089,11089,0
1389.7,29.21,11004,11004,0
803.5,11.3,10994,10994,0
251.3,3.14,10989,10989,0
617.3,7.31,10930,10930,0
629.3,8.31,10895,10895,0
1094.6,12.34,10863,10863,0
1306.6,12.53,10820,10820,0
1383.8,3.04,10758,10758,0
588.3,6.69,10716,10716,0
918.5,29.94,10672,10672,0
610.2,25.66,10658,10658,0
1169.7,4.48,10642,10642,0
477.5,6.73,10579,10579,0
773.5,20.57,10545,10545,0
1058.9,17.33,10504,10504,0
445.5,4.99,10482,10482,0
637.9,20.31,10477,10477,0
578.4,6.15,10464,10464,0
894.2,3.21,10463,10463,0
1076.7,5.87,10457,10457,0
846.3,4.42,10410,10410,0
1027.6,9.31,10370,10370,0
777.3,6.96,10363,10363,0
1008.5,10.13,10354,10354,0
1471.8,9.54,10345,10345,0
1469.9,11.96,10215,10215,0
1255.8,8.76,10146,10146,0
777.1,8.44,10093,10093,0
616.6,19.59,10088,10088,0
1427.8,12.6,10036,10036,0
887.4,9.48,46056,46056,0
223.4,10.57,35637,35637,0
588.3,6.48,27604,27604,0
493.6,6.02,26191,26191,0
768.1,29.81,25507,25507,0
284.4,10.28,25443,25443,0
1307.2,12.42,23928,23928,0
877.5,7.18,23750,23750,0
1140.1,9.93,23454,23454,0
259,17.87,23250,23250,0
660.3,7.47,21617,21617,0
1150.9,29.91,21595,21595,0
1438.3,8.16,21324,21324,0
256.9,7.46,21159,21159,0
523.2,7.28,20690,20690,0
1008.5,10,20446,20446,0
878.5,7.13,19722,19722,0
918.8,5.85,19580,19580,0
1256.3,29.7,19067,19067,0
989.7,10.46,18880,18880,0
560.3,4.74,17326,17326,0
602.3,9.9,17322,17322,0
882.3,3.98,16561,16561,0
349,9.25,16291,16291,0
1306.2,12.4,15890,15890,0
432.3,16.42,15834,15834,0
1279.3,7.43,15726,15726,0
575.3,3.73,15647,15647,0
1105.6,14.18,15316,15316,0
752.3,10.57,15161,15161,0
1198.8,9.21,14988,14988,0
695.8,5.19,14756,14756,0
746.8,21.52,14091,14091,0
830,3.26,14067,14067,0
1283.9,7.51,14024,14024,0
388.6,4.75,13849,13849,0
1240.4,4.08,13496,13496,0
326.5,5.73,13295,13295,0
612,29.47,13215,13215,0
420.1,14.35,12728,12728,0
1294.9,3.26,12651,12651,0
1093.6,12.53,12600,12600,0
972.7,29.78,12431,12431,0
961.3,5.53,12102,12102,0
988.5,9.98,11967,11967,0
1009.4,10.11,11921,11921,0
255.7,29.22,11858,11858,0
657.5,20.06,11782,11782,0
586.5,20.09,11720,11720,0
1147.4,9.84,11685,11685,0
793.7,20.26,11558,11558,0
1283.9,4.28,11474,11474,0
953.4,9.04,11424,11424,0
598.6,4.44,11408,11408,0
902.8,3.27,11399,11399,0
645.9,12.2,11386,11386,0
622.3,8.05,11307,11307,0
731.8,21.86,11242,11242,0
517.3,17.75,11238,11238,0
508.5,3.38,11161,11161,0
1306.6,12.44,11097,11097,0
1113.8,12.97,11056,11056,0
756.3,6.93,11053,11053,0
756.3,5.97,11005,11005,0
754,21.8,10944,10944,0
759.8,3.5,10924,10924,0
393,12.49,10861,10861,0
660.9,15.44,10840,10840,0
298.9,7.41,10820,10820,0
425.3,5.85,10809,10809,0
761.8,21.17,10712,10712,0
718,21.23,10710,10710,0
938.1,9.88,10700,10700,0
308.2,17.66,10680,10680,0
1313.8,6.67,10556,10556,0
659.3,11.85,10535,10535,0
674.2,3.28,10519,10519,0
528.4,3.88,10498,10498,0
888.7,21.08,10451,10451,0
538.7,3.86,10450,10450,0
571.8,13.4,10438,10438,0
1250.6,9.33,10413,10413,0
607.7,21.43,10411,10411,0
609.6,18.42,10395,10395,0
370.5,11.81,10333,10333,0
1037.3,10.65,10308,10308,0
1306,12.4,10305,10305,0
1003.3,8.46,10225,10225,0
1224.3,9.92,10183,10183,0
1140.7,5.82,10180,10180,0
1411,8.33,10118,10118,0
460.9,29.48,10112,10112,0
605.3,29.71,10105,10105,0
1470.2,3.32,10089,10089,0
1062.3,4.44,10055,10055,0
254.8,12.45,10032,10032,0
249.2,4.69,250528,44737.14286,0
249.2,5.9,203482,36336.07143,0
266.2,3.62,179716,32092.14286,0
294.2,3.17,175560,31350,0
294.2,3.36,170783,30496.96429,0
266.1,3.19,170366,30422.5,0
249.3,5.83,161439,28828.39286,0
266.2,5.89,150657,26903.03571,0
266.2,5.2,144612,25823.57143,0
249.3,29.88,132114,23591.78571,0
249.3,29.88,132114,23591.78571,0
266.3,30,129857,23188.75,0
294.3,5.94,102689,18337.32143,0
249.3,18.18,80037,14292.32143,0
557.6,19.85,76037,13578.03571,0
294.3,30,67191,11998.39286,0
601.5,19.81,65890,11766.07143,0
535.7,19.84,65840,11757.14286,0
846.7,20.16,65356,11670.71429,0
791.7,21.9,64862,11582.5,0
599.5,19.69,62815,11216.96429,0
623.3,7.1,61275,10941.96429,0
623.7,19.82,59836,10685,0
716.5,19.28,59461,10618.03571,0
593.8,20.33,58943,10525.53571,0
760.5,19.29,58281,10407.32143,0
568.3,7.41,58075,10370.53571,0
831.5,20.79,56662,10118.21429,0
482.4,18.55,56563,10100.53571,0
615.7,20.3,56097,10017.32143,0
588.3,6.52,53666,53666,0
1007.5,3.4,39007,39007,0
855.5,9.39,36781,36781,0
855.5,9.39,36781,36781,0
572,9.97,25821,25821,0
860.2,29.93,25783,25783,0
991.5,11.06,25402,25402,0
887.3,9.44,23244,23244,0
822.9,12.7,22523,22523,0
674.3,3.01,21654,21654,0
1101.8,5.04,20521,20521,0
568.3,7.38,19784,19784,0
589.3,6.52,19550,19550,0
881.5,11.49,19486,19486,0
737,29.72,18906,18906,0
556.3,29.61,18305,18305,0
231,7.12,18030,18030,0
514.5,3.77,17832,17832,0
847.2,11.34,17762,17762,0
495,29.48,16333,16333,0
455.8,7.12,16323,16323,0
474.3,7.75,16260,16260,0
365.5,10.99,16134,16134,0
1197.9,13.02,16089,16089,0
340.3,5.5,16036,16036,0
1441.8,15.77,16007,16007,0
1453.1,3.22,15978,15978,0
793.5,8.33,15534,15534,0
1385.3,5.35,15381,15381,0
380.9,3.08,15287,15287,0
665.5,22.03,14437,14437,0
1468.9,7.39,14362,14362,0
792.3,10.65,14307,14307,0
1069.8,8.43,14192,14192,0
1018.7,29.95,14173,14173,0
986.5,9.98,14163,14163,0
768.7,21.46,14085,14085,0
984.5,4.26,13758,13758,0
1349.9,29.84,13601,13601,0
588.3,7.15,13280,13280,0
982.9,6.35,13278,13278,0
878.4,9.38,13135,13135,0
1404,7.87,12726,12726,0
249.1,5.33,12672,12672,0
742.3,7.2,12670,12670,0
888.3,9.53,12466,12466,0
612.5,3.99,12338,12338,0
909.5,7.21,12325,12325,0
1197.4,6.04,12284,12284,0
665.6,21.98,12219,12219,0
724.3,8.34,12084,12084,0
709.8,21.86,12018,12018,0
1206.3,10.72,12007,12007,0
720.2,4.7,11930,11930,0
1291.6,3.23,11923,11923,0
708.3,6.37,11892,11892,0
495.4,9.22,11793,11793,0
822.3,29.73,11782,11782,0
411.2,4.36,11670,11670,0
782.5,6.02,11652,11652,0
1097.6,4.61,11618,11618,0
770.4,10.55,11579,11579,0
602,6.85,11568,11568,0
746.3,4.13,11532,11532,0
773.6,20.55,11411,11411,0
716.7,22.24,11367,11367,0
366.3,3.35,11296,11296,0
787.7,3.79,11285,11285,0
425.3,29.28,11268,11268,0
790.8,21.38,11215,11215,0
450.8,9.36,11152,11152,0
813.1,7,11143,11143,0
455.4,9.18,11142,11142,0
623.6,19.84,11049,11049,0
856.4,5.62,11020,11020,0
761.7,21.13,10737,10737,0
578.4,21.21,10625,10625,0
542.6,20.11,10618,10618,0
769.5,8.81,10577,10577,0
541.3,6.75,10514,10514,0
802.8,5.19,10450,10450,0
797.3,8.45,10377,10377,0
801.2,5.68,10320,10320,0
877.5,9.61,10317,10317,0
1376,9.83,10291,10291,0
456.3,4.34,10242,10242,0
295.3,6.31,10205,10205,0
637.5,20.29,10180,10180,0
1028.2,11.7,10125,10125,0
768.8,21.4,10108,10108,0
289.5,18.39,10082,10082,0
754.4,9.3,10071,10071,0
295.8,3.92,10024,10024,0
1101.4,9.05,65959,65959,0
889.3,9.77,55353,55353,0
887.4,9.49,50807,50807,0
986.5,10.03,44714,44714,0
1025.4,8.96,44539,44539,0
821.3,6.62,35577,35577,0
1041.8,4.35,33519,33519,0
471.2,13.77,30750,30750,0
888.4,9.46,30658,30658,0
650,5,27594,27594,0
987.5,10.05,26942,26942,0
724.3,8.34,25651,25651,0
1082.9,29.45,23310,23310,0
1025.4,9.14,21451,21451,0
1213.1,16.33,20830,20830,0
1366.4,7.22,20121,20121,0
524.3,6.94,19118,19118,0
725.6,8.46,18840,18840,0
868.4,13.47,18607,18607,0
202.6,3.73,18397,18397,0
346.4,14.38,18154,18154,0
665.5,22.03,17920,17920,0
1143.2,12.88,17851,17851,0
1370.5,7.69,17462,17462,0
847.8,11.63,17312,17312,0
1305.9,12.41,17281,17281,0
777,4.41,17202,17202,0
645.3,3.68,17009,17009,0
724.2,8.45,16876,16876,0
503.7,15.73,16821,16821,0
588,6.58,16510,16510,0
1126.3,4.1,16504,16504,0
917.2,9.59,16429,16429,0
1410.7,8.07,16213,16213,0
381.5,9.82,16010,16010,0
1008.5,10.05,15411,15411,0
1222.8,15.39,15396,15396,0
1224.4,13.54,15304,15304,0
422.1,6.33,15151,15151,0
753.8,21.78,15051,15051,0
1374.5,9.26,14749,14749,0
388.8,7.43,14744,14744,0
251.4,12.68,14594,14594,0
1192,29.87,14554,14554,0
886,3.95,14424,14424,0
492.1,7.44,14344,14344,0
417.2,5.36,14065,14065,0
1039.1,29.23,13872,13872,0
710.7,15.86,13524,13524,0
496.7,12.63,13263,13263,0
605.3,3.73,13257,13257,0
674.3,3.25,13229,13229,0
503.7,8.12,13205,13205,0
1364.8,4.8,13198,13198,0
610.6,29.75,13035,13035,0
254.1,7.56,12988,12988,0
792.3,9.18,12970,12970,0
742.3,7.19,12944,12944,0
1077.3,29.67,12911,12911,0
567.3,9.47,12786,12786,0
1003.3,8.46,12775,12775,0
1120.6,16.53,12714,12714,0
1137.5,7.22,12621,12621,0
1170.8,14.48,12593,12593,0
1497.1,10.28,12540,12540,0
1498.1,7.26,12507,12507,0
636.8,21.72,12492,12492,0
949.8,5.61,12401,12401,0
283.1,3.23,12387,12387,0
775.8,21.75,12214,12214,0
750.3,5.13,12209,12209,0
687.6,21.9,12181,12181,0
738.6,22.15,12170,12170,0
794.8,13.36,12111,12111,0
1304.7,8.75,12073,12073,0
1459.3,6.7,12034,12034,0
725.3,8.34,12033,12033,0
766.5,29.47,12028,12028,0
887.5,9.78,11782,11782,0
1079.4,8.04,11775,11775,0
687.8,21.94,11774,11774,0
239.1,8.83,11681,11681,0
1292.8,10.9,11630,11630,0
1008.5,10.24,11542,11542,0
1429,14.79,11506,11506,0
1293.6,12.51,11434,11434,0
572.1,3.47,11416,11416,0
591.9,6.16,11319,11319,0
929.7,4,11308,11308,0
610,12.9,11294,11294,0
643.5,8.61,11262,11262,0
239.9,4.07,11133,11133,0
475.2,3.35,11073,11073,0
249.1,15.3,11071,11071,0
246.5,3.16,11042,11042,0
997.1,5.67,10922,10922,0
617.3,7.3,10918,10918,0
578.4,6.11,10895,10895,0
586.4,11.43,10843,10843,0
1424.3,9.82,10841,10841,0
758.3,23.4,10732,10732,0
573.3,3.03,10707,10707,0
427.3,5.55,10684,10684,0
1279.3,11.72,10638,10638,0
283.2,3.03,10593,10593,0
1019.3,8.05,10588,10588,0
669.3,6.98,10504,10504,0
710,22,10460,10460,0
784.3,4.69,10455,10455,0
878.6,21.35,10443,10443,0
602.3,9.17,10425,10425,0
1027.4,8.92,10397,10397,0
695.3,22.29,10378,10378,0
1031.4,8.03,10376,10376,0
1094.7,12.31,10349,10349,0
1336.2,7,10315,10315,0
533.5,6.44,10196,10196,0
1067.8,29.92,10170,10170,0
1047.5,8.96,10157,10157,0
826.7,11.08,10151,10151,0
1340.6,5.5,10116,10116,0
496,8.95,10091,10091,0
1305.6,12.37,10028,10028,0
643.5,4.9,10005,10005,0
588.3,6.47,82558,33023.2,0
568.3,7.43,46208,18483.2,0
589.3,6.48,33740,13496,0
725.3,9,25769,10307.6,0
346.2,12.75,115136,46054.4,0
756.4,6.92,71812,28724.8,0
263.1,3.01,67287,26914.8,0
657.3,6.48,56411,22564.4,0
657.3,6.48,56411,22564.4,0
722.4,7.42,46122,18448.8,0
657.4,8.85,44037,17614.8,0
744.3,7.4,42133,16853.2,0
234.1,13.02,41846,16738.4,0
386.9,29.54,41634,16653.6,0
716.4,9.74,37245,14898,0
602.3,9.95,36131,14452.4,0
681.5,21,35799,14319.6,0
681.7,20.99,34918,13967.2,0
724.5,8.98,34635,13854,0
561.3,3.76,34171,13668.4,0
570.3,7.6,33644,13457.6,0
777.4,6.96,31511,12604.4,0
746.8,29.9,29613,11845.2,0
737.4,3.46,28629,11451.6,0
605.3,3.92,27668,11067.2,0
411.3,4.83,27490,10996,0
263.1,3.56,26979,10791.6,0
651.6,20.99,26298,10519.2,0
553.4,7.1,25800,10320,0
421.4,16.75,25398,10159.2,0
743.4,19.65,143682,143682,0
623.3,7.1,128069,128069,0
759.4,19.73,182883,73153.2,0
805.5,19.96,120243,48097.2,0
760.4,19.74,82275,32910,0
781.4,19.95,73943,29577.2,0
601.3,7.09,54716,21886.4,0
624.3,7.12,52198,20879.2,0
781.4,19.73,44795,17918,0
765.5,19.67,44749,17899.6,0
785.4,19.6,41654,16661.6,0
788.5,19.65,38176,15270.4,0
806.5,19.96,38017,15206.8,0
935.3,6.58,37111,14844.4,0
880.7,4.7,36935,14774,0
782.3,19.95,34971,13988.4,0
667.6,20.65,27415,10966,0
791.5,19.51,26883,10753.2,0
776.4,19.96,26489,10595.6,0
746.4,19.5,25670,10268,0
724.4,8.98,95890,38356,0
561.3,3.93,88468,35387.2,0
599.3,7.71,62680,25072,0
346.2,12.72,54726,21890.4,0
575.4,5.43,52940,21176,0
585.3,6.57,46148,18459.2,0
601.3,5.99,45781,18312.4,0
585.3,5.28,44201,17680.4,0
725.4,8.97,43632,17452.8,0
657.3,6.43,43078,17231.2,0
737.5,3.59,42520,17008,0
614.3,3.99,37724,15089.6,0
547.5,5.4,37052,14820.8,0
622.3,7.75,36865,14746,0
623.3,7.76,36156,14462.4,0
533.3,5.59,34617,13846.8,0
856.5,5.73,34545,13818,0
234.1,13,32074,12829.6,0
484.3,5.45,30134,12053.6,0
615.3,9.44,29593,11837.2,0
384.7,29.59,27936,11174.4,0
562.3,3.94,27158,10863.2,0
600.3,7.73,27012,10804.8,0
1136.4,8.34,26361,10544.4,0
639.3,6.82,25525,10210,0
655.3,15.5,25149,10059.6,0
561.4,3.87,295222,118088.8,0
902.5,8.26,88227,35290.8,0
562.3,3.83,88010,35204,0
346.2,12.73,77888,31155.2,0
614.3,3.92,76285,30514,0
540.3,6.05,61192,24476.8,0
756.4,6.98,51697,20678.8,0
903.5,8.28,50924,20369.6,0
655.3,15.55,49314,19725.6,0
724.4,8.5,44974,17989.6,0
568.3,7.44,42913,17165.2,0
588.3,6.56,40973,16389.2,0
737.4,3.51,40763,16305.2,0
754.5,9.45,38028,15211.2,0
234.1,13.05,35610,14244,0
657.5,8.78,35270,14108,0
280.8,15.51,33104,13241.6,0
1149.4,7.6,32722,13088.8,0
814.5,5.84,32603,13041.2,0
754.4,7.23,31903,12761.2,0
637.5,7.84,31111,12444.4,0
615.3,3.88,28447,11378.8,0
988.5,11.33,28405,11362,0
654.4,6.72,28307,11322.8,0
627.3,3.02,26845,10738,0
926.5,8.32,26414,10565.6,0
547.3,3.65,26300,10520,0
681.6,21.01,26102,10440.8,0
747.3,11.22,26066,10426.4,0
867.5,11.28,25720,10288,0
492.3,6.61,25211,10084.4,0
553.3,7.14,25157,10062.8,0
623.3,7.14,161278,64511.2,0
601.3,7.08,50898,20359.2,0
624.3,7.17,44985,17994,0
607.3,6.56,29021,11608.4,0
588.3,7.24,235585,94234,0
588.3,6.46,220286,88114.4,0
480.3,5.09,152878,61151.2,0
724.5,8.45,97111,38844.4,0
589.3,7.25,80916,32366.4,0
589.3,6.46,76894,30757.6,0
887.5,9.6,76019,30407.6,0
909.5,7.3,65809,26323.6,0
966.5,7.79,57226,22890.4,0
725.4,8.48,55005,22002,0
481.3,5.05,50174,20069.6,0
742.3,7.28,46969,18787.6,0
795.5,8.95,46614,18645.6,0
560.3,4.83,46330,18532,0
660.3,7.56,43899,17559.6,0
888.5,9.63,43196,17278.4,0
812.5,6.85,40948,16379.2,0
489.3,3.26,40136,16054.4,0
525.3,3.6,36983,14793.2,0
910.5,7.35,35147,14058.8,0
826.2,11.24,34343,13737.2,0
568.4,7.48,34320,13728,0
572.4,9.08,33526,13410.4,0
1043.7,12,32190,12876,0
742.3,7.1,31647,12658.8,0
595.3,3.01,31552,12620.8,0
474.3,7.86,31507,12602.8,0
856.5,5.7,31130,12452,0
575.3,3.96,31032,12412.8,0
1094.1,12.33,29598,11839.2,0
754.4,7.16,29550,11820,0
926.5,8.27,29425,11770,0
782,25.64,29412,11764.8,0
1044.5,12.01,28838,11535.2,0
759.5,19.16,28345,11338,0
605.3,3.92,26525,10610,0
421.4,16.78,25304,10121.6,0
623.3,7.12,128559,51423.6,0
561.4,3.99,96231,38492.4,0
346.2,12.74,59405,23762,0
601.3,7.09,58494,23397.6,0
614.3,3.98,48725,19490,0
607.4,6.58,44002,17600.8,0
624.3,7.1,40601,16240.4,0
1014.5,5.48,37581,15032.4,0
562.4,3.96,30633,12253.2,0
641.3,11.36,30084,12033.6,0
533.3,5.58,29092,11636.8,0
288.2,6.53,28503,11401.2,0
602.4,7.1,27487,10994.8,0
625.3,7.06,26408,10563.2,0
411.3,4.95,26229,10491.6,0
623.5,7.48,25517,10206.8,0
887.5,9.55,201258,80503.2,0
888.5,9.56,100437,40174.8,0
475.3,3.68,81396,32558.4,0
417.3,5.59,57557,23022.8,0
660.3,7.56,48119,19247.6,0
1306.7,12.47,35026,14010.4,0
575.3,4.15,32837,13134.8,0
649.3,7.98,32652,13060.8,0
516.3,6.67,32428,12971.2,0
1094.1,12.3,32418,12967.2,0
560.3,4.88,31544,12617.6,0
474.3,7.86,31426,12570.4,0
785.5,19.6,31108,12443.2,0
572.4,8.98,27997,11198.8,0
909.4,9.55,26478,10591.2,0
826.6,11.19,25915,10366,0
623.4,7.13,302051,60410.2,0
601.5,7.18,271737,54347.4,0
517.3,3.02,159154,31830.8,0
607.5,6.62,133322,26664.4,0
561.5,3.99,130751,26150.2,0
614.3,3.89,130602,26120.4,0
624.4,7.1,101500,20300,0
585.5,6.63,99138,19827.6,0
602.5,7.13,90369,18073.8,0
681.7,21.08,56697,11339.4,0
615.4,3.92,52467,10493.4,0
599.5,19.72,50471,10094.2,0
715.7,20.34,50022,10004.4,0
623.4,7.05,339205,67841,0
601.5,7.1,334492,66898.4,0
588.4,6.48,185948,37189.6,0
346.3,12.74,170702,34140.4,0
624.4,7.06,117016,23403.2,0
602.5,7.1,108993,21798.6,0
540.4,6.03,78372,15674.4,0
867.7,11.28,75605,15121,0
540.3,6.09,71872,14374.4,0
657.4,6.32,71010,14202,0
756.5,6.95,68146,13629.2,0
621.4,7.71,61778,12355.6,0
867.5,11.21,61245,12249,0
681.7,21.05,61138,12227.6,0
568.3,7.39,60406,12081.2,0
589.4,6.45,59238,11847.6,0
1219.8,11.17,57504,11500.8,0
607.5,6.55,57428,11485.6,0
547.3,3.68,55232,11046.4,0
657.7,20.03,53465,10693,0
1332.8,11.54,50923,10184.6,0
639.4,7.08,50225,10045,0
425.4,6.01,289347,57869.4,0
553.5,7.13,230598,46119.6,0
480.4,5.03,227025,45405,0
602.3,10.03,217279,43455.8,0
724.5,9,184623,36924.6,0
588.4,6.55,154623,30924.6,0
826.5,11.21,153922,30784.4,0
724.5,8.46,141256,28251.2,0
826.3,11.28,136765,27353,0
346.3,12.8,102673,20534.6,0
681.7,21.05,99536,19907.2,0
725.5,9,87529,17505.8,0
1225.6,10.04,85369,17073.8,0
1106.7,9.58,76619,15323.8,0
603.4,10.03,76339,15267.8,0
588.3,7.28,74143,14828.6,0
866.6,8.93,72795,14559,0
575.5,7.12,71917,14383.4,0
785.5,19.63,71772,14354.4,0
426.4,6.03,70252,14050.4,0
605.4,3.88,65547,13109.4,0
725.5,8.45,65352,13070.4,0
547.3,3.75,65149,13029.8,0
589.4,6.56,63229,12645.8,0
